sha,client,author_date,year,subject,weight,security_relevant,defect_class,disclosure,confidence,evidence,why,classified
a139d9e4518352889bc4b84c1405351d0af98bc1,nethermind,2026-03-21T10:46:22Z,2026,chore(pgo): update PGO profile,204.5975975975976,False,none,none,1.0,Binary files a/src/Nethermind/Nethermind.Runner/pgo/nethermind.jit.gz and b/src/Nethermind/Nethermind.Runner/pgo/nethermind.jit.gz differ,"This commit only updates binary PGO profile artifacts, with no source or correctness changes.",True
25b2d62b7852578be7d611061c976e999aacfb32,nethermind,2026-03-23T04:13:50Z,2026,refactor(pgo): move R2R Composite + OptimizationPreference to Directory.Build.targets,204.5975975975976,False,none,none,0.95,+    <PublishReadyToRunComposite>true</PublishReadyToRunComposite>,"This is a build configuration refactor moving R2R optimization settings between MSBuild files, with no correctness or security consequence.",True
ec00ffc66d151b1690b988047192c897ed93c4e3,nethermind,2026-03-25T07:45:26-03:00,2026,fix: remove duplicate NewHeadBlock unsubscription in PoSSwitcher (#10938),204.5975975975976,False,none,none,0.85,-            if (finalizedHash != Keccak.Zero && _finalizedBlockHash == Keccak.Zero),"This removes a duplicate unsubscription that is already handled elsewhere, making it a code cleanup rather than a fix for a security-relevant defect.",True
09a11b51949531956ed32e6923a72a3f393906d8,nethermind,2026-03-27T15:46:38+02:00,2026,Fixed build,204.5975975975976,False,none,none,0.95,"-    public override void StartOperation(int pc, Instruction opcode, long gas, in ExecutionEnvironment env, int codeSection = 0, int functionDepth = 0)",This is a build fix aligning a method signature with its base class; it has no correctness or security consequence.,True
18bb95c0c333ac71207bca727f746b096c45bdf3,nethermind,2026-03-28T02:24:31+02:00,2026,cleanup,204.5975975975976,False,none,none,0.9,-            .AddSingleton<BlockTree>(),"This is a dependency injection cleanup removing a redundant service registration, with no correctness or security consequence.",True
0208ee387ce61a4bf712b704c7ae991464e0f086,nethermind,2026-04-01T17:34:04+02:00,2026,Cherry pick #10974 and adjust,204.5975975975976,True,consensus_divergence,silent,0.85,-                UInt256 refundAmount = (ulong)(tx.GasLimit - gasConsumed.SpentGas) * VirtualMachine.TxExecutionContext.GasPrice;,"The commit moves gas refund payment out of the failed-contract-creation path and into the success path, correcting a defect that would cause incorrect balance updates and consensus divergence with peers.",True
5900a6be1a2fc3f6a8b3be34f64573f2863ac934,nethermind,2026-04-03T11:12:58+02:00,2026,fix: use explicit type argument for GetClassLogger in BlockchainProcessorTests,204.5975975975976,False,none,none,0.95,-        ILogger logger = LimboLogs.Instance.GetClassLogger();,"This is a test-only change adding an explicit type argument to a logger call in a test file, with no production code or correctness consequence.",True
719cc9c8fa9b614b6e7a1dea81b2aa0affe2b735,nethermind,2026-04-12T03:22:44Z,2026,chore(pgo): update PGO profile from weekly collection,204.5975975975976,False,none,none,1.0,Binary files a/src/Nethermind/Nethermind.Runner/pgo/nethermind.jit.gz and b/src/Nethermind/Nethermind.Runner/pgo/nethermind.jit.gz differ,"This commit merely updates PGO profile binary artifacts for performance optimization, with no correctness or security impact.",True
30c83281d068867d5a432c34805d7d9fef522d2c,nethermind,2026-04-15T10:18:57+04:00,2026,refactor(state-composition): back CumulativeDepthStats with long[9][16] + DepthSlot enum,204.5975975975976,False,none,none,0.95,public long[] AccountFullNodes => ByDepth[(int)DepthSlot.AccountFull];,"This is a pure refactor replacing nine parallel long[16] fields with a jagged array indexed by an enum, with no change to behavior or RLP layout.",True
5a846efef3f0491e746b155538e1afc0d2d1dd5c,nethermind,2026-04-16T10:19:47+01:00,2026,don't set gas in receipt tracer if paralle,204.5975975975976,True,concurrency,silent,0.8,"Block.Header.GasUsed = Math.Max(cumulativeBlockGas, cumulativeBlockStateGas);","In parallel block validation, multiple tracers concurrently writing Block.Header.GasUsed creates a data race that could produce incorrect gasUsed values, leading to consensus divergence.",True
9eb02b48f8a8036d0d02d12ec26486f3a1577be5,nethermind,2026-04-17T05:56:35+03:00,2026,[U-05] Properly escape id for streamed RPC requests,204.5975975975976,True,input_validation,silent,0.85,"const string injId = ""x\"" , \""injected\"":\""value"";","The fix addresses a JSON injection vulnerability where an unescaped RPC request id could inject arbitrary fields into the streamed JSON-RPC response, potentially manipulating response integrity.",True
f9a3b41a7dc09bc9ee7fc55ba2eecc3739ac929a,nethermind,2026-04-21T01:03:31+02:00,2026,ci(expb): remove dottrace_run_id testing-only input,204.5975975975976,False,none,none,0.95,-      dottrace_run_id:,"This is a CI/build workflow change removing a testing-only input parameter, with no correctness consequence for the client.",True
4b6f9963d979a32f5bf6d0c3fb209ada797de56b,nethermind,2026-04-21T19:34:28+08:00,2026,Remove unnecessary using directives in BalRecorder,204.5975975975976,False,none,none,1.0,-using Nethermind.Blockchain.Tracing;,"This commit only removes unused using directives, which is a cosmetic refactor with no correctness or security impact.",True
73720bd6711d35675d57edd2543753c8706bc353,nethermind,2026-04-28T00:56:33+02:00,2026,fixes,204.5975975975976,True,consensus_divergence,silent,0.75,BlockAccessList bal = block.BlockAccessList!;,"The validator previously fell back to a generated block access list, which could cause blocks to be validated against a different list than intended, leading to consensus divergence or a null-deref crash.",True
db8489d9fbc4aa7b029413817e7e6730579ef49f,nethermind,2026-04-28T22:07:05+02:00,2026,fix(bal): skip prestate entries when checking account existence in BAL (#11389),204.5975975975976,True,consensus_divergence,implied_fix,0.9,if (change.Key >= 0 && change.Key < blockAccessIndex),"The fix corrects AccountExists returning true for non-existent accounts due to prestate placeholder entries, which caused parallel execution to diverge from sequential execution, producing different EVM paths and triggering InvalidBlockLevelAccessListException.",True
9df4bc7a2e9ce5450a6bcdc91506ffe41c3dddd8,nethermind,2026-04-29T00:07:28+02:00,2026,fix(merge): use expectedHash on success return; distinguish shutdown in ProduceBlockAsync,204.5975975975976,False,none,none,0.85,"? ResultWrapper<ProducedBlock>.Fail(""node is shutting down"", ErrorCodes.InternalError)","The change only improves error message granularity during shutdown and swaps a re-read property for a captured variable to satisfy compiler nullness tracking; neither fixes a defect affecting consensus, availability, integrity, or operator safety.",True
3dd87b197c9b103498aac3ec60ee089ab6a39f89,nethermind,2026-04-29T05:39:12+03:00,2026,rebase on top of 11388,204.5975975975976,False,none,none,0.7,_provider.FinalizedBlockNumber.Should().Be(0);,The visible diff only shows test changes; the implementation file is truncated and no line showing the actual defect fix can be quoted.,True
9f48e97b9410b5082f7f6f46139317f922fbdee7,nethermind,2026-04-29T18:39:22+08:00,2026,refactor(FlatDB): migrate PersistedSnapshotUtils to HsstReader/HsstEnumerator,204.5975975975976,False,none,none,0.9,+            SpanByteReader reader = new(compactedData);,"This is a refactor migrating from Hsst.Hsst to HsstReader/HsstEnumerator with equivalent logic, not a fix for a defect.",True
19277f1a3a016df3b80dd6e20b34014f51279883,nethermind,2026-04-30T14:58:16+04:00,2026,fix: lint,204.5975975975976,False,none,none,1.0,-using Nethermind.Core.Specs;,"The commit only removes unused using directives from test files to satisfy lint rules, with no correctness or security impact.",True
06ca96e0af4ddc2fcc02c2cb6b8c87c585bddbc0,nethermind,2026-05-04T18:48:25-04:00,2026,remove nullability,204.5975975975976,False,none,none,0.8,"-    [ConfigItem(Description = ""The maximum depth of JSON response object tree."", DefaultValue = ""128"")]","This is a configuration default adjustment (128→4096) and a nullability refactor, not a fix for a security-relevant defect; the depth limit was functioning as designed and was simply raised.",True
673c54061c5bb957023e5aa9d042ab857843dc6b,nethermind,2026-05-07T19:41:54-05:00,2026,feat(eth-rpc): implement eth_baseFee returning next block base fee,204.5975975975976,False,none,none,0.95,public ResultWrapper<UInt256?> eth_baseFee(),"This commit adds a new RPC method feature, not a fix to any existing defect.",True
f893a3edb492e5b0d670210ab17473af5a7a029f,nethermind,2026-05-10T15:16:34+01:00,2026,test(evm): regression for EIP-7702 delegation-to-precompile FastCall,204.5975975975976,False,none,none,0.9,-        // Retrieve code information for the call and schedule background analysis if needed.,"This commit is a test-only regression test addition plus a stale comment removal; the actual spec-violation fix was in a prior commit (3b820334d9), not in this diff.",True
f389b951374a90a69672bc00c0f9c200e8bc9e6a,nethermind,2026-05-13T11:19:42+02:00,2026,small refactors on rpc interface and header validation,204.5975975975976,True,input_validation,silent,0.8,"return ResultWrapper<PublicApiSnapshot>.Fail(""Header is not an XDC block header"");","Replaces unsafe `(XdcBlockHeader)header` casts with type checks, preventing an InvalidCastException crash when RPC callers supply a non-XDC header.",True
0522e5b746be6ebd4ddccfff04a41421ee78be9e,nethermind,2026-05-15T00:57:47+02:00,2026,revert: drop cross-block account prewarm cache,204.5975975975976,False,none,none,0.85,-            PrepareAccountCacheForParent(parent);,"This commit reverts a performance optimization (cross-block account prewarm cache) and replaces it with simpler cache-clearing logic, with no correctness or security consequence.",True
8df673258285113ec70f09e79443e2e4691883fd,nethermind,2026-05-17T09:18:59+08:00,2026,"refactor(FlatDB): gate per-address byte-copy on page-fit, use Add APIs",204.5975975975976,True,state_corruption,silent,0.7,if (vb.Length <= PageLayout.PageSize),"The previous code unconditionally verbatim-copied single-source per-address HSST blobs regardless of size, which could produce a non-page-aligned (corrupted) snapshot for blobs exceeding a page; the fix gates the fast path on page-fit and falls through to the rebuild path otherwise.",True
ca7efa96a4ca1f048f309650b742b1b0504f7f82,nethermind,2026-05-17T18:17:19+01:00,2026,Use spans in block headers serialization,204.5975975975976,False,none,none,0.95,ReadOnlySpan<BlockHeader> blockHeaders = message.BlockHeaders.AsSpan();,This is a performance refactor replacing list indexing with span-based iteration; no correctness or security defect is being fixed.,True
4c0e7509cc4a5c5b284092c7b07279b371a6f023,nethermind,2026-05-19T03:18:47+01:00,2026,Fix streamable JSON-RPC ID escaping,204.5975975975976,True,input_validation,silent,0.85,"-                        int len = Encoding.UTF8.GetBytes(strId, buf[1..]);","The old code wrote the JSON-RPC ID string directly into the response without any escaping, allowing a malicious ID containing quotes or control characters to inject arbitrary JSON into the response stream.",True
fb74b7893f27dac8011d66024de76e5d0ee92592,nethermind,2026-05-20T03:57:06+01:00,2026,Raise medium byte-array hex inline buffer,204.5975975975976,False,none,none,0.9,    [InlineArray(2048)],"This is a performance optimization raising the inline hex buffer threshold to reduce array pool allocations, with no correctness or security consequence.",True
6a8eec33bf10dbad5f9c104d1b94a3c2fa846412,nethermind,2026-05-22T22:04:59+01:00,2026,Reuse pipe core for cold RPC memory fallback,204.5975975975976,False,none,none,0.9,"-            await ProcessSingleDocumentMemoryFallbackToSink(requestBody, context, sink, options, startTime, cancellationToken);","This is a refactor that consolidates a duplicate parsing code path into the existing pipe parser, with no correctness or security consequence.",True
6b64a96ff8681784218002931b48ae07d5dc47f1,nethermind,2026-05-28T13:27:43+02:00,2026,diag: log PreservedSparseTrie.Take decisions to find cross-block clear bug,204.5975975975976,False,none,none,0.95,public Nethermind.Logging.ILogger? DiagLogger,"This commit only adds diagnostic logging to investigate a bug; it does not fix any defect, and the message explicitly says it will 'point to fix' later.",True
9b768a93f2db11666c80bff0b2ab2981cdd04ca7,nethermind,2026-05-29T19:53:39+02:00,2026,fix(nethtest): BLOCKHASH recency window in state-test runner (#11844),204.5975975975976,False,none,none,0.85,public class TestBlockhashProvider : IBlockhashProvider,"This change is confined to the test runner's blockhash provider (Ethereum.Test.Base), so it fixes test harness emulation, not a defect in the production node's consensus, availability, or state integrity.",True
5acd0a1d683b31348ef5956312d6f52ad94ccab0,nethermind,2026-05-30T01:41:27+03:00,2026,fix SynchronizerTests flakiness,204.5975975975976,False,none,none,0.95,result[filled++] = Rlp.Decode<BlockHeader>(Rlp.Encode(block.Header).Bytes);,"This is a test-only change fixing flakiness by deep-cloning a block header within a test file, not a fix to production code.",True
c162275f0068e9a4347d7cae1670c8f40b73cea4,nethermind,2026-06-02T00:33:50+09:00,2026,fix: Flushing first inserts/updates before deletes to tree to avoid branch compression as much as possible,204.5975975975976,False,none,none,0.7,// Final root is identical regardless of order,"The commit explicitly states the final root is identical regardless of operation order; this is an optimization to align witness node-set generation with other clients, not a fix for a defect affecting consensus, availability, or state integrity.",True
f1b4a92082ba56e663e2d6bd3cf3057b43219e77,nethermind,2026-06-02T15:56:51+02:00,2026,"Revert ""refactor(converters): default requireEvenLength to true on ByteArrayConverter""",204.5975975975976,False,none,none,0.8,"-    public static byte[]? Convert(ref Utf8JsonReader reader, bool strictHexFormat = false, bool requireEvenLength = true)
+    public static byte[]? Convert(ref Utf8JsonReader reader, bool strictHexFormat = false, bool requireEvenLength = false)",This is a revert of a refactor that changed a default parameter value; it restores prior behavior rather than fixing a security-relevant defect.,True
481a95855dc4dd147d86d786d0aada6f3e4c9c77,nethermind,2026-06-05T01:08:13+01:00,2026,perf(bal): make storage pure-read fast for repeated same-slot reads,204.5975975975976,False,none,none,0.9,"-    bool TryGetPureReadStorage(in StorageCell cell, out ReadOnlySpan<byte> value)","This is a performance optimization for storage reads, changing return types and adding caching for repeated same-slot reads with no correctness consequence.",True
99df16c3f09a35b3ffe269fb70a52b27d325e228,nethermind,2026-06-05T11:45:40+01:00,2026,txsdecoder reuse,204.5975975975976,False,none,none,0.9,"TransactionDecodingResult res = TxsDecoder.DecodeTxs(Transactions, skipErrors: false);","This is a refactor that reuses an existing transaction decoder in place of inline decoding logic, with no correctness or security consequence.",True
ab25da00981cd36cd58d3b7059d2a458827847b4,nethermind,2026-06-05T13:14:40+02:00,2026,test: cover BN254 pairing vector/scalar path boundary,204.5975975975976,False,none,none,0.95,"public void Multi_pair_boundary(string input, string output, bool status) => RunTest(input, output, status);",This is a test-only change adding coverage for existing pairing dispatch paths; no production code defect is fixed.,True
f5194218250d58ca28116af0336a0d54ea72a52c,nethermind,2026-06-05T21:34:47+02:00,2026,perf(block-stm): chain all nonce predecessors + contiguous-committed fast path,204.5975975975976,False,none,none,0.6,-                return;,"The visible diff changes nonce dependency parking to avoid abort storms (a performance issue in STM parallel execution); aborts and retries still produce correct results, so this is not a correctness or security fix.",True
d714a9af7446cf5d8881b5b276117565e217881a,nethermind,2026-06-07T09:04:40+02:00,2026,perf(flatdb): cap trie warmer workers by default,204.5975975975976,False,none,none,0.9,-    public int TrieWarmerWorkerCount { get; set; } = -1;,"This is a performance tuning change that caps the default number of trie warmer workers to 4 instead of using processor count - 1, with no correctness consequence.",True
dcf04abb5e46bc6846e6a755d6a5956c3b33243e,nethermind,2026-06-08T17:05:14+02:00,2026,refactor(optimism): isolate OP fork concerns inside the plugin,204.5975975975976,False,none,none,0.9,-        /// OP Granite,"This is a pure architectural refactor moving OP-specific spec flags and precompile logic into a dedicated plugin, with no defect being fixed.",True
317214d998ab9142b037328439a924dc5726d3c7,nethermind,2026-06-11T09:48:51+02:00,2026,fixup! refactor(flat): persist the BAL warm-read pool across blocks,204.5975975975976,False,none,none,0.9,-                // Default of -1 → 4 × ProcessorCount (cap 64) reader threads per blockchain;,"This commit only removes comments and adjusts test configuration values, with no functional defect fix visible in the diff.",True
6778ce1c1163072151493f791e5abcf84a2b8c8c,nethermind,2026-06-11T23:43:39+01:00,2026,fix(evm): charge EIP-8037 CREATE state gas before static-context violation,204.5975975975976,True,consensus_divergence,silent,0.85,if (!TEip8037.IsActive && vm.VmState.IsStatic),"Reordering the static-context check relative to gas charging changes gas consumption for CREATE/CREATE2 inside STATICCALL, causing divergence from the reference spec and peer nodes.",True
61bacc06525dd582c84bba97ca8114716e11237a,nethermind,2026-06-12T15:44:11+02:00,2026,ci: 4 chunks for batchread variants,204.5975975975976,False,none,none,0.95,"emit ""$type"" batchread amsterdam '' false true 4 4",This is a CI test-runner configuration change that splits test jobs into more chunks to avoid memory watchdog limits; it does not fix any defect in the client code.,True
529a9dbe09eec9710e8b5f06a0c3cb263e1c5199,nethermind,2026-06-16T23:27:44+02:00,2026,diag(temp): log top never-warmed contract addresses,204.5975975975976,False,none,none,0.95,"+            if (blockNumber % 40 == 0) _logger.Info($""Top never-warmed addresses @block {blockNumber}: {PrewarmCoverage.TopNeverWarmed(25)}"");","This commit only adds diagnostic logging and tracking of never-warmed contract addresses; it does not fix any correctness, availability, or integrity defect.",True
1d522ac8698bffb583d1e6223e2b683b632a4406,nethermind,2026-06-18T15:33:59+03:00,2026,lukasz review,204.5975975975976,False,none,none,0.9,private static readonly byte[] StraightLine = BuildStraightLine();,This is a rename and test/benchmark cleanup with no correctness consequence.,True
0f243ce97afccd20cd9be4c279c6801722de060e,nethermind,2026-06-21T12:33:35+02:00,2026,perf(tracing): eliminate gas/gasCost string allocations in file tracer,204.5975975975976,False,none,none,0.95,"-        writer.WriteStringValue($""0x{value.Gas:x}"")","This is a performance optimization replacing string interpolation with a stackalloc-based hex writer in a tracing JSON converter, with no correctness or security consequence.",True
8175a97ed20aaf15acc2e0d653628c6ad40812aa,nethermind,2026-06-24T17:36:23+02:00,2026,fix(build): add missing using for SaturatingSub in TracingProgress,204.5975975975976,False,none,none,1.0,+using Nethermind.Core.Extensions;,"This only adds a missing using directive to fix a build break, with no correctness or security consequence.",True
cc3028f4423b3937d2b21f60257b8c831e2b98a3,nethermind,2026-06-26T15:18:16+03:00,2026,"Configurable `eth_getLogs` range limit, fail if exceeded",204.5975975975976,True,resource_exhaustion,silent,0.75,? Throws.TypeOf<ArgumentException>().With.Message.Contain(nameof(ReceiptConfig.MaxBlockDepth)) // should mention config option,"The commit adds enforcement of a block range limit on eth_getLogs requests, preventing unbounded resource consumption from large log queries that could cause node unavailability.",True
46334696a242d7cbd2ffbe26e64874c839565b57,nimbus,2019-02-05T11:44:48+01:00,2019,update various constants from slots to epochs; MAX_CASPER_SLASHINGS -> MAX_ATTESTER_SLASHINGS,204.40650406504065,False,none,none,0.85,+  MAX_ATTESTER_SLASHINGS* = 2^0,"This is a spec-compliance update renaming and adjusting constants to match evolving eth2.0 specifications, not a fix for a security-relevant defect.",True
8e48bac58b6acb430ca06022266677df5f227d99,nimbus,2019-02-18T16:58:34+01:00,2019,"[WIP] Fix some issues after introducing ""humaneEpochNumber"" (#118)",204.40650406504065,True,other,silent,0.85,"+  assert slot >= state.slot, ""input slot: "" & $humaneSlotNum(slot) & "" - beacon state slot: "" & $humaneSlotNum(state.slot)","Fixes an off-by-one assertion that caused a node crash (availability) when slot equals state slot, and corrects epoch arithmetic that improperly used a display function for calculations.",True
9ea0bf43262c4b2a3708c96d4f02934a83f266b2,nimbus,2019-03-04T13:50:26+02:00,2019,Comments addressed,204.40650406504065,False,none,none,0.8,-  let r = rlp.read(seq[byte]),"This is a refactor of RLP deserialization and key encoding to avoid heap allocations and use type-specific overloads, with no clear correctness or security consequence.",True
ad7f7e8ed8bb08446e5abc3cb3584e2d5ff04654,nimbus,2019-05-29T07:26:09+02:00,2019,"rm removed activate_validator; mark DepositData, misc values, Gwei values, Randao processing, state caching as 0.6.1; update GENESIS_SLOT to 64, since it doesn't quite yet work at 0",204.40650406504065,False,none,none,0.9,-  GENESIS_SLOT* = (2'u64^32).Slot,"This commit updates the codebase to align with a new spec version (0.6.1), which is a feature/refactor rather than a fix for a security-relevant defect.",True
743f27c31a5d20803acae8283832073d3e05eb63,nimbus,2019-06-12T12:43:24+02:00,2019,0.7.0 updates which don't change semantics; mostly comment changes,204.40650406504065,False,none,none,0.95,-# https://github.com/ethereum/eth2.0-specs/blob/v0.6.3/specs/core/0_beacon-chain.md#increase_balance,"The diff only updates spec version URLs in comments from v0.6.3 to v0.7.0, with no semantic code changes as stated in the commit message.",True
28efbbd70fab9d91fb600b1ce391f49cf4c0c548,nimbus,2019-08-14T23:16:01+02:00,2019,undo the Makefile change,204.40650406504065,False,none,none,0.95,"-	@+ bash -c \""$(MAKE) --silent -C ../../ sanity-checks\""",This is a build/Makefile change with no correctness or security consequence for the node.,True
3bcbe74ffda31a9f08c875742d043e6d8a6d2f28,nimbus,2019-09-04T17:06:11+03:00,2019,Eth1 validators,204.40650406504065,False,none,none,0.9,"  result.mainchainMonitor = MainchainMonitor.init(conf.depositWeb3Url, conf.depositContractAddress)","This commit implements the Eth1 validator integration feature by wiring up the mainchain monitor and including pending deposits in block proposals, not fixing a security-relevant defect.",True
26b4b68dbf3c12539fff93e82610e85600c95bd6,nimbus,2019-09-08T14:30:39-04:00,2019,Fix properly the domain of validator attestation before broadcasting,204.40650406504065,True,cryptography,silent,0.95,-    let domain = compute_domain(DOMAIN_ATTESTATION),"The previous code computed the attestation signing domain without the state's fork information, which would produce invalid signatures that peers would reject, leading to consensus divergence.",True
a48a5f643c929edcd7aa0eae44171b2def161c93,nimbus,2019-09-08T18:35:13-04:00,2019,fix attestation data being signed,204.40650406504065,True,consensus_divergence,silent,0.95,"+        data: attestation, custody_bit: false))","The node was signing the attestation data without including the custody bit, which would result in an invalid signature and consensus divergence.",True
f5b8931fad23e88b1ffbbb2f17850ae81bc9a921,nimbus,2019-11-22T16:47:08+01:00,2019,switch assert(...) to doAssert(...) and minor cleanup,204.40650406504065,False,none,none,0.9,"-  assert(not blck.isNil)
+  doAssert(not blck.isNil)","This is a hardening refactor switching assert to doAssert to ensure checks run in release builds, not a fix for a reachable defect.",True
aca963ec6a7b78e5ae109ac8a6dbaa1b2ef90916,nimbus,2019-12-09T12:06:57+01:00,2019,tighten a few imports,204.40650406504065,False,none,none,0.9,"  options, sequtils, math, tables,","This commit merely tightens imports and renames a type alias (MDigest[256] to Eth2Digest), which is a refactor with no correctness consequence.",True
a6190a253836c4196d6b1a3fd8d19e183d009a05,nimbus,2020-03-27T16:12:46-03:00,2020,change map to Hash -> slot,204.40650406504065,False,none,none,0.8,"-    kHashToOffset ## Hash -> Offset : to allow to efficiently access persistent storage
+    kBlockHashToSlot ## Hash -> Offset : to allow to efficiently access persistent storage","This is a refactor of the persistent storage data model from hash-to-offset to hash-to-slot indexing, not a fix for a security-relevant defect.",True
9249be72687361e0f2165cf20c6fdf8b75e27100,nimbus,2020-04-04T17:21:46+02:00,2020,Azure: don't build the tools twice on 32-bit,204.40650406504065,False,none,none,1.0,-          mingw32-make -j2 ARCH_OVERRIDE=${PLATFORM} LOG_LEVEL=TRACE,"This is a CI pipeline optimization to reduce build time on 32-bit systems, not a fix for any security-relevant defect.",True
ba96f5dbb9e5d4a56dab990f2280c9a5c740d660,nimbus,2020-04-30T12:26:57+02:00,2020,remove incorrect/obsolete comment; deprecate BeaconState state transition functions,204.40650406504065,False,none,none,0.95,"-proc process_slots*(state: var BeaconState, slot: Slot) =
+proc process_slots*(state: var BeaconState, slot: Slot) {.deprecated: ""Use HashedBeaconState version"".} =","This commit merely deprecates legacy wrappers and removes an obsolete comment, with no correctness or security consequence.",True
0d1a602cf5cf77ebf548600f0db9febb95030da8,nimbus,2020-05-11T21:06:58+02:00,2020,bump libp2p,204.40650406504065,False,none,none,1.0,+Subproject commit 618e01eba39ffac0c4425ac193d8a4410201d856,"This is a dependency bump of the vendored nim-libp2p submodule, which is explicitly excluded from being security-relevant.",True
9f0dd2e4f958731ae373f3395409da62c24c2c08,nimbus,2020-05-30T22:42:24+03:00,2020,Use {.push raises.} in spec/datatypes,204.40650406504065,False,none,none,0.85,+{.push raises: [Defect].},"The commit adds exception-checking pragmas and adjusts exception types to satisfy the compiler; the message explicitly states no crash was found ('everything turned out to be fine'), making this a refactor/hardening rather than a fix for a security-relevant defect.",True
047f354e9b97cc6015b803655b1d85aab0b0d344,nimbus,2020-06-29T07:34:48+02:00,2020,Don't wait for genesis to start network (#1249),204.40650406504065,False,none,none,0.9,-  if genesisTime.inFuture and genesisTime.offset > timeToInitNetworkingBeforeGenesis:,"This commit changes the startup timing behavior to initialize networking immediately rather than waiting until 30 seconds before genesis, which is a feature or behavioral adjustment rather than a fix for a security-relevant defect.",True
c544a3b2507902788089ab8ab4519d5f850aa442,nimbus,2020-07-11T16:14:23+03:00,2020,Bump nimcrypto. (#1301),204.40650406504065,False,none,none,0.9,+Subproject commit f767595f4ddec2b5570b5194feb96954c00a6499,"This is a dependency bump of a vendored submodule, which is explicitly excluded from security relevance.",True
06c8b1dd329c2344f4b08ef83475506e7270f1ee,nimbus,2020-07-21T18:50:08+02:00,2020,use the epoch-granularity matching in attestation.addResolved(...),204.40650406504065,False,none,none,0.85,if cacheBlockRoot == blockRoot and (cacheSlot == slot or,"This is a performance optimization to improve state cache hit rates by matching at epoch granularity, with no correctness consequence since the state is still advanced/rewound to the exact target slot.",True
949b39d97f314d07ac721bafd0239c700a3e0316,nimbus,2020-07-27T22:26:30+03:00,2020,Non-interactive generation of keystores in the local sim,204.40650406504065,False,none,none,0.95,+    of generateSimulationDeposits:,This commit refactors a local simulation CLI by splitting a command into two and updating scripts; it is a feature/refactor with no security-relevant defect fix.,True
c27fb5b51d47a01bd3cd8e3799d735ccab3861a5,nimbus,2020-07-27T23:55:39+02:00,2020,remove CandidateChains.justifiedState,204.40650406504065,False,none,none,0.9,"-    justifiedState*: StateData ## Latest justified state, as seen from the head","This commit removes an unused state field and its references, which is a refactor/cleanup with no correctness consequence.",True
a90eb8a741240e298d63fdd2983af0658ffa1c1e,nimbus,2020-08-06T07:26:14+02:00,2020,tweak log level to get timing info on block resolution,204.40650406504065,False,none,none,0.9,-    active_validators = shuffled_indices.len.uint64,"The change from .len.uint64 to .lenu64 is a refactor or hardening of a length conversion that is never negative, and the commit message only mentions tweaking log levels.",True
678a7efaaa8cf36b18204fe6dcd06326dc7c0824,nimbus,2020-08-20T13:16:53+03:00,2020,moved away from WithState() for the common validator duties in the API - using EpochRef,204.40650406504065,False,none,none,0.85,"-  node.chainDag.withState(node.chainDag.tmpState, head.atSlot(slot)):","This is a refactor replacing WithState() with EpochRef-based access for validator API duties, with no indication of a defect being fixed.",True
5f46a23388e0447afc0423e1be55b4146f7a45c4,nimbus,2020-08-25T15:49:05+03:00,2020,Update local_testnet and simulation scripts to use netkey-file and insecure-netkey-password. Add more logging,204.40650406504065,False,none,none,0.9,+    netKeyFile* {.,This commit reorganizes CLI configuration options to a higher scope and adds logging; it is a refactor/feature change with no correctness or security defect being fixed.,True
950da7a9cac52610a396749a350b87d736f37c58,nimbus,2020-08-26T19:27:07+02:00,2020,Medalla guide updates + troubleshooting page (#1571),204.40650406504065,False,none,none,1.0,+# Troubleshooting Medalla,This commit only adds and edits documentation pages in the nimbus book; no source code or defect is touched.,True
93cc9303345a88a9112c2f87cc762c40c9790ee0,nimbus,2020-09-10T08:21:57+02:00,2020,bump,204.40650406504065,False,none,none,0.0,+Subproject commit 96d4c44fec3b16a65d5ed943b85e474bfc3e1de8,This is a dependency submodule bump with no visible code change or defect fix in the diff.,True
8a5a261fcd45c3d2337399b0f1fe8f378f1558e6,nimbus,2020-09-11T10:03:50+02:00,2020,"Quick fix to prune some states, pending smarter state storage (#1624)",204.40650406504065,True,resource_exhaustion,silent,0.7,+        if cur.slot.epoch mod 32 != 0 and cur.slot != dag.tail.slot:,"The commit enables previously-disabled state pruning logic, fixing unbounded accumulation of states in the database which could lead to resource exhaustion affecting node availability.",True
26179fd5caa991d679e55be9a96e32950dbf9181,nimbus,2020-09-25T14:55:59+02:00,2020,Update Actions cache to v2 and fix corrupted EF cache keys,204.40650406504065,False,none,none,1.0,-        uses: actions/cache@v1,"This is a CI workflow change updating the Actions cache version and cache key naming, with no impact on consensus, availability, fund integrity, or operator safety.",True
c446eb7cff0ad4aee74868c73edfc87d2023322d,nimbus,2020-10-19T13:53:23Z,2020,update v1.0.0-rc.0 preset spec references (#1891),204.40650406504065,False,none,none,0.95,+  # TODO re-add minimal const sanity check for 1.0.0,This commit updates spec version references and adjusts CI build configuration; it is not fixing a security-relevant defect.,True
1bdda9df1d33c7407acf28ec379479227b5400b3,nimbus,2020-11-10T10:13:56+01:00,2020,make publish-book,204.40650406504065,False,none,none,1.0,-<pre><code>make NODE_PARAMS=&quot;--graffiti='&lt;YOUR_GRAFFITI&gt;'&quot; medalla,"This commit only updates generated documentation HTML files and a search index, with no changes to source code or security-relevant logic.",True
