id,source_platform,contest,issue_id,severity,title,description,source_url,introduced_in_commit,domain,scraped_at,stride,cwe_top25,evidence,silent_fix_prob,security_score,fix_commit,confidence,n_signals,authority_tier
4c2b81baf1b51905,geth,ethereum/go-ethereum,COMMIT#5c89ec9b9890,Info,cmd/geth: update vulnerability testdata (#23252),,https://github.com/ethereum/go-ethereum/commit/5c89ec9b989084dfc67dcaf81736067ebb8f078c,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/5c89ec9b989084dfc67dcaf81736067ebb8f078c""]",0.0,0.9,5c89ec9b989084dfc67dcaf81736067ebb8f078c,high,1,C_candidate
e9ea5a2df8451ede,geth,ethereum/go-ethereum,COMMIT#15339cf1c9af,Info,cmd/geth: implement vulnerability check (#21859),"* cmd/geth: implement vulnerability check

* cmd/geth: use minisign to verify vulnerability feed

* cmd/geth: add the test too

* cmd/geth: more minisig/signify testing

* cmd/geth: support multiple pubfiles for signing

* cmd/geth: add @holiman minisig pubkey

* cmd/geth: polishes on vulnerability check

* cmd/geth: fix ineffassign linter nit

* cmd/geth: add CVE to version check struct

* cmd/geth/testdata: add missing testfile

* cmd/geth: add more keys to versionchecker

* cmd/geth: support file:// URLs in version check

* cmd/geth: improve key ID printing when signature check fails

Co-authored-by: Felix Lange <fjl@twurst.com>",https://github.com/ethereum/go-ethereum/commit/15339cf1c9af2b1242c2574869fa7afca1096cdf,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/15339cf1c9af2b1242c2574869fa7afca1096cdf""]",,0.9,15339cf1c9af2b1242c2574869fa7afca1096cdf,high,2,B_corroborated
1f0ebd993808b251,geth,ethereum/go-ethereum,COMMIT#817a3fb5622c,Info,p2p/enode: avoid crashing for invalid IP (#21981),"The database panicked for invalid IPs. This is usually no problem
because all code paths leading to node DB access verify the IP, but it's
dangerous because improper validation can turn this panic into a DoS
vulnerability. The quick fix here is to just turn database accesses
using invalid IP into a noop. This isn't great, but I'm planning to
remove the node DB for discv5 long-term, so it should be fine to have
this quick fix for half a year.

Fixes #21849",https://github.com/ethereum/go-ethereum/commit/817a3fb5622c8704116e9847661c16f9f3d785c6,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/817a3fb5622c8704116e9847661c16f9f3d785c6""]",,0.8,817a3fb5622c8704116e9847661c16f9f3d785c6,medium,3,B_corroborated
8d9fda814164720e,geth,ethereum/go-ethereum,COMMIT#b993cb6f381b,Info,core/txpool/blobpool: allow gaps in blobpool (#32717),"Allow the blobpool to accept blobs out of nonce order

Previously, we were dropping blobs that arrived out-of-order. However,
since fetch decisions are done on receiver side,
out-of-order delivery can happen, leading to inefficiencies.

This PR:
- adds an in-memory blob tx storage, similar to the queue in the
legacypool
- a limited number of received txs can be added to this per account
- txs waiting in the gapped queue are not processed further and not
propagated further until they are unblocked by adding the previos nonce
to the blobpool

The size of the in-memory storage is currently limited per account,
following a slow-start logic.
An overall size limit, and a TTL is also enforced for DoS protection.

---------

Signed-off-by: Csaba Kiraly <csaba.kiraly@gmail.com>
Co-authored-by: MariusVanDerWijden <m.vanderwijden@live.de>",https://github.com/ethereum/go-ethereum/commit/b993cb6f381bb8a97b44b3f07e64735d5dede043,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/b993cb6f381bb8a97b44b3f07e64735d5dede043""]",,0.8,b993cb6f381bb8a97b44b3f07e64735d5dede043,medium,3,B_corroborated
7dce34f9c4b9981e,geth,ethereum/go-ethereum,COMMIT#e9e12a97d27c,Info,eth/fetcher: fix announcement drop logic (#32210),"This PR fixes an issue in the tx_fetcher DoS prevention logic where the
code keeps the overflow amount (`want - maxTxAnnounces`) instead of the
allowed amount (`maxTxAnnounces - used`). The specific changes are:

- Correct slice indexing in the announcement drop logic
- Extend the overflow test case to cover the inversion scenario",https://github.com/ethereum/go-ethereum/commit/e9e12a97d27ccaa3a11b80f03b897a515ed44aa2,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/e9e12a97d27ccaa3a11b80f03b897a515ed44aa2""]",,0.8,e9e12a97d27ccaa3a11b80f03b897a515ed44aa2,medium,2,B_corroborated
b654f24401af4b46,geth,ethereum/go-ethereum,COMMIT#684f0db4a29b,Info,core/txpool/blobpool: introduce sidecar conversion for legacy blob transactions (#32656),"This pull request introduces a queue for legacy sidecar conversion to
handle transactions that persist after the Osaka fork. Simply dropping 
these transactions would significantly harm the user experience.

To balance usability with system complexity, we have introduced a
conversion time window of two hours post Osaka fork. During this period, 
the system will accept legacy blob transactions and convert them in a 
background process.

After the window, all legacy transactions will be rejected. Notably, all
the blob transactions will be validated statically before the conversion, 
and also all conversion are performed in a single thread, minimize the risk 
of being DoS.

We believe this two hour window provides sufficient time to process
in-flight legacy transactions and allows submitters to migrate to the 
new format.

---------

Co-authored-by: Felix Lange <fjl@twurst.com>",https://github.com/ethereum/go-ethereum/commit/684f0db4a29b966534302f8f328b29d6906b614f,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/684f0db4a29b966534302f8f328b29d6906b614f"", ""https://github.com/ethereum/go-ethereum/pull/32656""]",,0.8,684f0db4a29b966534302f8f328b29d6906b614f,medium,2,B_corroborated
98ff4c9508e1d146,geth,ethereum/go-ethereum,COMMIT#c2e0abce2eed,Info,ethstats: set readlimit on ethstats server connection (#26207),This prevents DoS when connected to a malicious ethstats server.,https://github.com/ethereum/go-ethereum/commit/c2e0abce2eedc1ba2a1b32c46fd07ef18a25354a,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/c2e0abce2eedc1ba2a1b32c46fd07ef18a25354a""]",0.9,0.8,c2e0abce2eedc1ba2a1b32c46fd07ef18a25354a,medium,2,B_corroborated
2be2920f7fe29c5d,geth,ethereum/go-ethereum,COMMIT#0d772b9f0942,Info,graphql: avoid greedy allocation (#27873),"Fixes a graphql-dos

---------

Co-authored-by: Sina Mahmoodi <1591639+s1na@users.noreply.github.com>
Co-authored-by: Sina Mahmoodi <itz.s1na@gmail.com>",https://github.com/ethereum/go-ethereum/commit/0d772b9f094285227c5d89fb61cb57e206e94199,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/0d772b9f094285227c5d89fb61cb57e206e94199""]",1.0,0.8,0d772b9f094285227c5d89fb61cb57e206e94199,medium,2,B_corroborated
83cccb979a249f1e,geth,ethereum/go-ethereum,COMMIT#6cf2e921a79c,Info,core/txpool: implement additional DoS defenses (#26648),"This adds two new rules to the transaction pool:

- A future transaction can not evict a pending transaction.
- A transaction can not overspend available funds of a sender.

---

Co-authored-by: dwn1998 <42262393+dwn1998@users.noreply.github.com>
Co-authored-by: Martin Holst Swende <martin@swende.se>",https://github.com/ethereum/go-ethereum/commit/6cf2e921a79c2ac914f8b413f3c689919a60110f,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/6cf2e921a79c2ac914f8b413f3c689919a60110f""]",,0.9,6cf2e921a79c2ac914f8b413f3c689919a60110f,high,2,B_corroborated
b08fdaa7a797fa7e,geth,ethereum/go-ethereum,COMMIT#7a800f98f661,Info,les/utils: UDP rate limiter (#21930),"* les/utils: Limiter

* les/utils: dropped prior weight vs variable cost logic, using fixed weights

* les/utils: always create node selector in addressGroup

* les/utils: renamed request weight to request cost

* les/utils: simplified and improved the DoS penalty mechanism

* les/utils: minor fixes

* les/utils: made selection weight calculation nicer

* les/utils: fixed linter warning

* les/utils: more precise and reliable probabilistic test

* les/utils: fixed linter warning",https://github.com/ethereum/go-ethereum/commit/7a800f98f66103d934f24231ffec1a656d25b496,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/7a800f98f66103d934f24231ffec1a656d25b496""]",0.1,0.8,7a800f98f66103d934f24231ffec1a656d25b496,medium,1,C_candidate
18f8eede1cb95de8,geth,ethereum/go-ethereum,COMMIT#d9aaab13d37a,Info,beacon/light/sync: clear reqFinalityEpoch on server unregistration (#33483),"HeadSync kept reqFinalityEpoch entries for servers after receiving
EvUnregistered, while other per-server maps were cleared. This left
stale request.Server keys reachable from HeadSync, which can lead to a
slow memory leak in setups that dynamically register and unregister
servers.

The fix adds deletion of the reqFinalityEpoch entry in the
EvUnregistered handler. This aligns HeadSync with the cleanup pattern
used by other sync modules and keeps the finality request bookkeeping
strictly limited to currently registered servers.",https://github.com/ethereum/go-ethereum/commit/d9aaab13d37af39556e0e2be930baf9f10374a93,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/d9aaab13d37af39556e0e2be930baf9f10374a93"", ""https://github.com/ethereum/go-ethereum/pull/33483""]",0.8,0.3,d9aaab13d37af39556e0e2be930baf9f10374a93,low,3,B_corroborated
057b84db036a1788,geth,ethereum/go-ethereum,COMMIT#c1d5a012ea4b,Info,"core/state, tests: fix memory leak via fastcache (#28387)","This change fixes a memory leak, when running either state-tests or blockchain-tests, we allocate a `1MB` fastcache during snapshot generation. `fastcache` is a bit special, and requires a `Reset()` (it has it's own memory allocator). 

The `1MB` was hidden [here](https://github.com/ethereum/go-ethereum/blob/master/tests/state_test_util.go#L333) and [here](https://github.com/ethereum/go-ethereum/blob/master/tests/block_test_util.go#L146) respectively.",https://github.com/ethereum/go-ethereum/commit/c1d5a012ea4b824e902db14e47bf147d727c2657,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/c1d5a012ea4b824e902db14e47bf147d727c2657""]",,0.5,c1d5a012ea4b824e902db14e47bf147d727c2657,medium,2,B_corroborated
5e2d8a675cef48c2,geth,ethereum/go-ethereum,COMMIT#0bbd88bda046,Info,"all: use timer instead of time.After in loops, to avoid memleaks (#29241)","time.After is equivalent to NewTimer(d).C, and does not call Stop if the timer is no longer needed. This can cause memory leaks. This change changes many such occations to use NewTimer instead, and calling Stop once the timer is no longer needed.",https://github.com/ethereum/go-ethereum/commit/0bbd88bda04698c457077318ae8442e2611ea3b0,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/0bbd88bda04698c457077318ae8442e2611ea3b0"", ""https://github.com/ethereum/go-ethereum/pull/29241""]",0.8,0.0,0bbd88bda04698c457077318ae8442e2611ea3b0,low,1,C_candidate
2de2d99c6c7dc7b9,geth,ethereum/go-ethereum,COMMIT#fb2ae8e9955d,Info,trie: fix two issues in trie iterator (#24539),"* trie: fix memory leak in trie iterator

In the trie iterator, live nodes are tracked in a stack while iterating.
Popped node states should be explictly set to nil in order to get
garbage-collected.

* trie: fix empty trie iterator",https://github.com/ethereum/go-ethereum/commit/fb2ae8e9955d2cbb65383e6ff0f3ba73e88c0b09,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/fb2ae8e9955d2cbb65383e6ff0f3ba73e88c0b09""]",0.8,0.3,fb2ae8e9955d2cbb65383e6ff0f3ba73e88c0b09,low,3,B_corroborated
16e085f18c36e60a,geth,ethereum/go-ethereum,COMMIT#476fb565cecb,Info,"miner, consensus/clique: avoid memory leak during block stasis (#23861)","This PR fixes a problem which arises on clique networks when there is a network stall. Previously, the worker packages were tracked, even if the sealing engine decided not to seal the block (due to clique rules about recent signing). These tracked-but-not-sealed blocks kept building up in memory. 
This PR changes the situation so the sealing engine instead returns an error, and the worker can thus un-track the package.",https://github.com/ethereum/go-ethereum/commit/476fb565cecb483f7506f4dceb438d506464194d,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/476fb565cecb483f7506f4dceb438d506464194d""]",,0.5,476fb565cecb483f7506f4dceb438d506464194d,medium,2,B_corroborated
52a5bdbc45335d58,geth,ethereum/go-ethereum,COMMIT#427175153c0e,Info,"p2p/msgrate: return capacity as integer, clamp to max uint32 (#22943)","* p2p/msgrate: return capacity as integer

* eth/protocols/snap: remove conversions

* p2p/msgrate: add overflow test

* p2p/msgrate: make the capacity overflow test actually overflow

* p2p/msgrate: clamp capacity to max int32

* p2p/msgrate: fix min/max confusion",https://github.com/ethereum/go-ethereum/commit/427175153c0e33a7f640f86bf2ce4c97f03ede72,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/427175153c0e33a7f640f86bf2ce4c97f03ede72""]",0.8,0.3,427175153c0e33a7f640f86bf2ce4c97f03ede72,low,3,B_corroborated
aeb7bc7a5b386542,geth,ethereum/go-ethereum,COMMIT#90a098904f55,Info,ethclient/gethclient: remove race condition in tests (#32206),"alternative to https://github.com/ethereum/go-ethereum/pull/32200

The race condition is not happening yet, since there is only a single
call to `newTestBackend`, but there might be more in the future",https://github.com/ethereum/go-ethereum/commit/90a098904f552ee722b0d0d5eccb3500d90a85a8,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/90a098904f552ee722b0d0d5eccb3500d90a85a8""]",0.0,0.5,90a098904f552ee722b0d0d5eccb3500d90a85a8,medium,1,C_candidate
75eee55314d9b2fd,geth,ethereum/go-ethereum,COMMIT#884522730610,Info,consensus/clique: fix race condition (#24957),"* consensus/clique: remove race condition

* consensus/clique: fix one more signer data race

Co-authored-by: Gary Rong <garyrong0905@gmail.com>",https://github.com/ethereum/go-ethereum/commit/88452273061060c0f5704aa66f7a030bb82d8e12,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/88452273061060c0f5704aa66f7a030bb82d8e12""]",,0.5,88452273061060c0f5704aa66f7a030bb82d8e12,medium,3,B_corroborated
76a0220550bc0219,geth,ethereum/go-ethereum,COMMIT#86d547707965,Info,core/state/snapshot: fix race condition (#24685),Fixes three race conditions found through fuzzing by David Theodore,https://github.com/ethereum/go-ethereum/commit/86d547707965685cef732aa28c15e6811ea98408,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/86d547707965685cef732aa28c15e6811ea98408""]",,0.5,86d547707965685cef732aa28c15e6811ea98408,medium,2,B_corroborated
7e71a79fe0efac6e,geth,ethereum/go-ethereum,COMMIT#6e7137103c63,Info,miner: fixed race condition in tests (#21664),,https://github.com/ethereum/go-ethereum/commit/6e7137103c63f471bf577d857f179110622d8804,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/6e7137103c63f471bf577d857f179110622d8804""]",,0.5,6e7137103c63f471bf577d857f179110622d8804,medium,2,B_corroborated
1355286c94e7bc29,geth,ethereum/go-ethereum,COMMIT#d671dbd5b79d,Info,eth/downloader: fixes data race between synchronize and other methods (#21201),"* eth/downloaded: fixed datarace between synchronize and Progress

There was a race condition between `downloader.synchronize()` and `Progress` `syncWithPeer` `fetchHeight` `findAncestors` and `processHeaders`
This PR changes the behavior of the downloader a bit.
Previously the functions `Progress` `syncWithPeer` `fetchHeight` `findAncestors` and `processHeaders` read the syncMode anew within their loops. Now they read the syncMode at the start of their function and don't change it during their runtime.

* eth/downloaded: comment

* eth/downloader: added comment",https://github.com/ethereum/go-ethereum/commit/d671dbd5b79d2213b92c2c187b9016c4309881c9,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/d671dbd5b79d2213b92c2c187b9016c4309881c9"", ""https://github.com/ethereum/go-ethereum/pull/21201""]",,0.5,d671dbd5b79d2213b92c2c187b9016c4309881c9,medium,2,B_corroborated
9773a9988df5496c,geth,ethereum/go-ethereum,COMMIT#797b0812ab74,Info,eth/protocols/snap: snap sync testing (#22179),"* eth/protocols/snap: make timeout configurable

* eth/protocols/snap: snap sync testing

* eth/protocols/snap: test to trigger panic

* eth/protocols/snap: fix race condition on timeouts

* eth/protocols/snap: return error on cancelled sync

* squashme: updates + test causing panic + properly serve accounts in order

* eth/protocols/snap: revert failing storage response

* eth/protocols/snap: revert on bad responses (storage, code)

* eth/protocols/snap: fix account handling stall

* eth/protocols/snap: fix remaining revertal-issues

* eth/protocols/snap: timeouthandler for bytecode requests

* eth/protocols/snap: debugging + fix log message

* eth/protocols/snap: fix misspelliings in docs

* eth/protocols/snap: fix race in bytecode handling

* eth/protocols/snap: undo deduplication of storage roots

* synctests: refactor + minify panic testcase

* eth/protocols/snap: minor polishes

* eth: minor polishes to make logs more useful

* eth/protocols/snap: remove excessive logs from the test runs

* eth/protocols/snap: stress tests with concurrency

* eth/protocols/snap: further fixes to test cancel channel handling

* eth/protocols/snap: extend test timeouts on CI

Co-authored-by: Péter Szilágyi <peterke@gmail.com>",https://github.com/ethereum/go-ethereum/commit/797b0812ab742b2a24e3c9277fa6564ff9eb9094,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://github.com/ethereum/go-ethereum/commit/797b0812ab742b2a24e3c9277fa6564ff9eb9094""]",0.8,0.3,797b0812ab742b2a24e3c9277fa6564ff9eb9094,low,4,B_corroborated
ba1acd77a48c7f43,geth,govulncheck,CVE-2024-32972,High,go-ethereum vulnerable to DoS via malicious p2p message,"### Impact

A vulnerable node can be made to consume very large amounts of memory when handling specially crafted p2p messages sent from an attacker node.

In order to carry out the attack, the attacker establishes a peer connections to the victim, and sends a malicious `GetBlockHeadersRequest` message with a `count` of  `0`, using the `ETH` protocol. 

In `descendants := chain.GetHeadersFrom(num+count-1, count-1)`, the value of `count-1` is passed to the function `GetHeadersFrom(number, count u",https://nvd.nist.gov/vuln/detail/CVE-2024-32972,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2024-32972""]",,1.0,,high,3,A_authoritative
28386a66ef9f34bc,geth,nvd,CVE-2021-41173,Medium,CVE-2021-41173,"Go Ethereum is the official Golang implementation of the Ethereum protocol. Prior to version 1.10.9, a vulnerable node is susceptible to crash when processing a maliciously crafted message from a peer. Version v1.10.9 contains patches to the vulnerability. There are no known workarounds aside from upgrading.",https://nvd.nist.gov/vuln/detail/CVE-2021-41173,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2021-41173""]",,1.0,,high,4,A_authoritative
762246407b6270cf,geth,govulncheck,CVE-2022-23327,High,Denial of Service in Go-Ethereum,"A design flaw in Go-Ethereum 1.10.12 and older versions allows an attacker node to send 5120 future transactions with a high gas price in one message, which can purge all of pending transactions in a victim node's memory pool, causing a denial of service (DoS).",https://nvd.nist.gov/vuln/detail/CVE-2022-23327,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2021-43668"", ""https://nvd.nist.gov/vuln/detail/CVE-2022-23327"", ""https://nvd.nist.gov/vuln/detail/CVE-2022-23328"", ""https://nvd.nist.gov/vuln/detail/CVE-2021-42219""]",,1.0,,high,2,A_authoritative
342ad9e80eb3747b,geth,nvd,CVE-2020-26241,Medium,CVE-2020-26241,"Go Ethereum, or ""Geth"", is the official Golang implementation of the Ethereum protocol. This is a Consensus vulnerability in Geth before version 1.9.17 which can be used to cause a chain-split where vulnerable nodes reject the canonical chain. Geth's pre-compiled dataCopy (at 0x00...04) contract did a shallow copy on invocation. An attacker could deploy a contract that writes X to an EVM memory region R, then calls 0x00..04 with R as an argument, then overwrites R to Y, and finally invokes the RETURNDATACOPY opcode. When this contract is invoked, a consensus-compliant node would push X on the EVM stack, whereas Geth would push Y. This is fixed in version 1.9.17.",https://nvd.nist.gov/vuln/detail/CVE-2020-26241,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2020-26241""]",,1.0,,high,4,A_authoritative
228c807be670b220,geth,govulncheck,CVE-2018-19184,High,Go Ethereum Denial of Service,"`cmd/evm/runner.go` in Go Ethereum (aka geth) allows attackers to cause a denial of service (SEGV) via crafted bytecode.
### Specific Go Packages Affected
github.com/ethereum/go-ethereum/cmd/evm",https://nvd.nist.gov/vuln/detail/CVE-2018-19184,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2018-19184""]",,1.0,,high,3,A_authoritative
7a01ac34bb8f8f97,geth,govulncheck,CVE-2026-22868,High,go-ethereum is vulnerable to high CPU usage leading to DoS via malicious p2p message,"**Impact**

An attacker can cause high CPU usage by sending a specially crafted p2p message.
More details to be released later.

**Credit**

This issue was reported to the Ethereum Foundation Bug Bounty Program by @Yenya030",https://nvd.nist.gov/vuln/detail/CVE-2026-22868,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2026-22868""]",,1.0,,high,3,A_authoritative
a4feb077db6061c1,geth,govulncheck,CVE-2026-22862,High,go-ethereum is vulnerable to DoS via malicious p2p message affecting a vulnerable node,"**Impact**

A vulnerable node can be forced to shutdown/crash using a specially crafted message. 
More details to be released later.

**Credit**

This issue was reported to the Ethereum Foundation Bug Bounty Program by DELENE TCHIO ROMUALD.",https://nvd.nist.gov/vuln/detail/CVE-2026-22862,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2026-22862""]",,1.0,,high,4,A_authoritative
74709c65793547a0,geth,govulncheck,CVE-2018-12018,High,Go Ethereum LES protocol implementation vulnerable to Denial of Service,"The GetBlockHeadersMsg handler in the LES protocol implementation in Go Ethereum (aka geth) before 1.8.11 may lead to an access violation because of an integer signedness error for the array index, which allows attackers to launch a Denial of Service attack by sending a packet with a -1 query.Skip value. The vulnerable remote node would be crashed by such an attack immediately, aka the EPoD (Ethereum Packet of Death) issue.

### Specific Go Packages Affected
github.com/ethereum/go-ethereum/les",https://nvd.nist.gov/vuln/detail/CVE-2018-12018,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2018-12018""]",,1.0,,high,2,A_authoritative
4bb523e194701da7,geth,govulncheck,CVE-2023-40591,High,Go-Ethereum vulnerable to denial of service via malicious p2p message,"### Impact

A vulnerable node, can be made to consume unbounded amounts of memory when handling specially crafted p2p messages sent from an attacker node.

### Details

The p2p handler spawned a new goroutine to respond to `ping` requests. By flooding a node with ping requests, an unbounded number of goroutines can be created, leading to resource exhaustion and potentially crash due to OOM.

### Patches

The fix is included in geth version `1.12.1-stable`, i.e, `1.12.2-unstable` and onwards. 

F",https://nvd.nist.gov/vuln/detail/CVE-2023-40591,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2023-40591""]",,1.0,,high,4,A_authoritative
d6a02420f6ae46dd,geth,govulncheck,CVE-2018-16733,High,Go Ethereum Improper Input Validation,"In Go Ethereum (aka geth) before 1.8.14, TraceChain in eth/api_tracer.go does not verify that the end block is after the start block.

### Specific Go Packages Affected
github.com/ethereum/go-ethereum/eth",https://nvd.nist.gov/vuln/detail/CVE-2018-16733,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2018-16733""]",,1.0,,high,1,A_authoritative
1362ec0ca1855226,geth,nvd,CVE-2022-37450,Medium,CVE-2022-37450,"Go Ethereum (aka geth) through 1.10.21 allows attackers to increase rewards by mining blocks in certain situations, and using a manipulation of time-difference values to achieve replacement of main-chain blocks, aka Riskless Uncle Making (RUM), as exploited in the wild in 2020 through 2022.",https://nvd.nist.gov/vuln/detail/CVE-2022-37450,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2022-37450""]",,1.0,,high,2,A_authoritative
a977ecb905797129,geth,nvd,CVE-2020-26240,Medium,CVE-2020-26240,"Go Ethereum, or ""Geth"", is the official Golang implementation of the Ethereum protocol. An ethash mining DAG generation flaw in Geth before version 1.9.24 could cause miners to erroneously calculate PoW in an upcoming epoch (estimated early January, 2021). This happened on the ETC chain on 2020-11-06. This issue is relevant only for miners, non-mining nodes are unaffected. This issue is fixed as of 1.9.24",https://nvd.nist.gov/vuln/detail/CVE-2020-26240,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2020-26240""]",,1.0,,high,2,A_authoritative
d5796321d9ebf1ae,geth,govulncheck,CVE-2023-42319,High,go-ethereum vulnerable to denial of service via crafted GraphQL query,"Geth (aka go-ethereum) through 1.13.4, when `--http --graphql` is used, allows remote attackers to cause a denial of service (memory consumption and daemon hang) via a crafted GraphQL query.

NOTE: the vendor's position is that the ""graphql endpoint [is not] designed to withstand attacks by hostile clients, nor handle huge amounts of clients/traffic.",https://nvd.nist.gov/vuln/detail/CVE-2023-42319,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2023-42319""]",,1.0,,high,3,A_authoritative
caad43d8de668c43,geth,nvd,CVE-2022-29177,Medium,CVE-2022-29177,"Go Ethereum is the official Golang implementation of the Ethereum protocol. Prior to version 1.10.17, a vulnerable node, if configured to use high verbosity logging, can be made to crash when handling specially crafted p2p messages sent from an attacker node. Version 1.10.17 contains a patch that addresses the problem. As a workaround, setting loglevel to default level (`INFO`) makes the node not vulnerable to this attack.",https://nvd.nist.gov/vuln/detail/CVE-2022-29177,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2022-29177""]",,1.0,,high,4,A_authoritative
40629fd371ea92ae,geth,nvd,CVE-2020-26265,Medium,CVE-2020-26265,"Go Ethereum, or ""Geth"", is the official Golang implementation of the Ethereum protocol. In Geth from version 1.9.4 and before version 1.9.20 a consensus-vulnerability could cause a chain split, where vulnerable versions refuse to accept the canonical chain. The fix was included in the Paragade release version 1.9.20. No individual workaround patches have been made -- all users are recommended to upgrade to a newer version.",https://nvd.nist.gov/vuln/detail/CVE-2020-26265,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2020-26265""]",,1.0,,high,4,A_authoritative
dfc686972ac72690,geth,govulncheck,CVE-2020-29652,High,golang.org/x/crypto/ssh NULL Pointer Dereference vulnerability,A nil pointer dereference in the golang.org/x/crypto/ssh component through v0.0.0-20201203163018-be400aefbc4c for Go allows remote attackers to cause a denial of service against SSH servers. An attacker can craft an authentication request message for the `gssapi-with-mic` method which will cause NewServerConn to panic via a nil pointer dereference if ServerConfig.GSSAPIWithMICConfig is nil.,https://nvd.nist.gov/vuln/detail/CVE-2020-29652,,ethereum,2026-07-02T03:45:44.145568+00:00,Other,N/A,"[""https://nvd.nist.gov/vuln/detail/CVE-2020-29652""]",,1.0,,high,3,A_authoritative
